item_id,order_id,product_id,quantity,unit_price,discount_amount,total_amount
ITEM-001832,ORD-00888,PROD-0010,4,29080.61,23264.49,93057.95
ITEM-001833,ORD-00889,PROD-0016,3,13284.93,0.0,39854.79
ITEM-001834,ORD-00889,PROD-0039,1,738.18,0.0,738.18
ITEM-001835,ORD-00889,PROD-0005,5,93567.0,0.0,467835.0
ITEM-001836,ORD-00890,PROD-0031,1,43799.96,4380.0,39419.96
ITEM-001837,ORD-00890,PROD-0069,2,4275.33,855.07,7695.59
ITEM-001838,ORD-00891,PROD-0023,3,9803.45,4411.55,24998.8
ITEM-001839,ORD-00891,PROD-0049,1,543.64,81.55,462.09
ITEM-001840,ORD-00892,PROD-0010,2,29080.61,17448.37,40712.85
ITEM-001841,ORD-00892,PROD-0053,3,1974.19,1776.77,4145.8
ITEM-001842,ORD-00892,PROD-0032,1,27601.51,8280.45,19321.06
ITEM-001843,ORD-00892,PROD-0067,2,12793.32,7675.99,17910.65
ITEM-001844,ORD-00892,PROD-0037,1,31165.03,9349.51,21815.52
ITEM-001845,ORD-00893,PROD-0042,2,472.22,94.44,850.0
ITEM-001846,ORD-00894,PROD-0011,1,8972.23,897.22,8075.01
ITEM-001847,ORD-00895,PROD-0019,1,13763.21,4128.96,9634.25
ITEM-001848,ORD-00896,PROD-0077,1,18535.55,1853.56,16681.99
ITEM-001849,ORD-00896,PROD-0043,3,1299.09,389.73,3507.54
ITEM-001850,ORD-00897,PROD-0001,2,85654.19,51392.51,119915.87
ITEM-001851,ORD-00897,PROD-0038,2,15629.94,9377.96,21881.92
ITEM-001852,ORD-00898,PROD-0063,1,3661.31,549.2,3112.11
ITEM-001853,ORD-00899,PROD-0061,4,3090.65,3090.65,9271.95
ITEM-001854,ORD-00899,PROD-0007,1,64234.24,16058.56,48175.68
ITEM-001855,ORD-00900,PROD-0007,2,64234.24,32117.12,96351.36
ITEM-001856,ORD-00900,PROD-0025,1,13690.5,3422.62,10267.88
ITEM-001857,ORD-00901,PROD-0037,1,31165.03,7791.26,23373.77
ITEM-001858,ORD-00902,PROD-0052,3,814.65,733.18,1710.77
ITEM-001859,ORD-00902,PROD-0066,1,3066.74,920.02,2146.72
ITEM-001860,ORD-00903,PROD-0032,2,27601.51,0.0,55203.02
ITEM-001861,ORD-00903,PROD-0030,2,7630.74,0.0,15261.48
ITEM-001862,ORD-00903,PROD-0014,1,1370.35,0.0,1370.35
ITEM-001863,ORD-00904,PROD-0057,2,3014.34,0.0,6028.68
ITEM-001864,ORD-00905,PROD-0007,1,64234.24,9635.14,54599.1
ITEM-001865,ORD-00906,PROD-0016,4,13284.93,10627.94,42511.78
ITEM-001866,ORD-00907,PROD-0046,1,1068.78,0.0,1068.78
ITEM-001867,ORD-00908,PROD-0023,1,9803.45,0.0,9803.45
ITEM-001868,ORD-00908,PROD-0053,1,1974.19,0.0,1974.19
ITEM-001869,ORD-00908,PROD-0018,2,13595.1,0.0,27190.2
ITEM-001870,ORD-00908,PROD-0050,2,1843.01,0.0,3686.02
ITEM-001871,ORD-00909,PROD-0071,1,3798.51,189.93,3608.58
ITEM-001872,ORD-00909,PROD-0078,1,14307.56,715.38,13592.18
ITEM-001873,ORD-00910,PROD-0048,2,1883.43,0.0,3766.86
ITEM-001874,ORD-00910,PROD-0079,2,2367.89,0.0,4735.78
ITEM-001875,ORD-00910,PROD-0035,4,32410.39,0.0,129641.56
ITEM-001876,ORD-00911,PROD-0043,1,1299.09,129.91,1169.18
ITEM-001877,ORD-00911,PROD-0018,1,13595.1,1359.51,12235.59
ITEM-001878,ORD-00911,PROD-0076,2,23557.35,4711.47,42403.23
ITEM-001879,ORD-00912,PROD-0004,1,104516.44,0.0,104516.44
ITEM-001880,ORD-00912,PROD-0031,1,43799.96,0.0,43799.96
ITEM-001881,ORD-00912,PROD-0061,1,3090.65,0.0,3090.65
ITEM-001882,ORD-00913,PROD-0020,1,7859.34,392.97,7466.37
ITEM-001883,ORD-00914,PROD-0054,1,4451.78,667.77,3784.01
ITEM-001884,ORD-00914,PROD-0060,1,239.31,35.9,203.41
ITEM-001885,ORD-00914,PROD-0046,1,1068.78,160.32,908.46
ITEM-001886,ORD-00914,PROD-0011,1,8972.23,1345.83,7626.4
ITEM-001887,ORD-00915,PROD-0061,3,3090.65,0.0,9271.95
ITEM-001888,ORD-00916,PROD-0027,2,35192.66,7038.53,63346.79
ITEM-001889,ORD-00916,PROD-0008,1,112318.49,11231.85,101086.64
ITEM-001890,ORD-00917,PROD-0006,2,78104.58,0.0,156209.16
ITEM-001891,ORD-00918,PROD-0005,3,93567.0,0.0,280701.0
ITEM-001892,ORD-00919,PROD-0046,2,1068.78,106.88,2030.68
ITEM-001893,ORD-00920,PROD-0038,2,15629.94,1562.99,29696.89
ITEM-001894,ORD-00921,PROD-0068,5,10709.38,0.0,53546.9
ITEM-001895,ORD-00922,PROD-0055,1,3269.86,653.97,2615.89
ITEM-001896,ORD-00922,PROD-0047,1,1537.69,307.54,1230.15
ITEM-001897,ORD-00922,PROD-0032,1,27601.51,5520.3,22081.21
ITEM-001898,ORD-00923,PROD-0053,5,1974.19,0.0,9870.95
ITEM-001899,ORD-00923,PROD-0056,2,1266.18,0.0,2532.36
ITEM-001900,ORD-00924,PROD-0002,1,121819.8,30454.95,91364.85
ITEM-001901,ORD-00924,PROD-0005,5,93567.0,116958.75,350876.25
ITEM-001902,ORD-00924,PROD-0034,2,10118.15,5059.07,15177.23
ITEM-001903,ORD-00924,PROD-0060,1,239.31,59.83,179.48
ITEM-001904,ORD-00925,PROD-0040,3,354.18,318.76,743.78
ITEM-001905,ORD-00925,PROD-0075,1,17455.24,5236.57,12218.67
ITEM-001906,ORD-00925,PROD-0047,2,1537.69,922.61,2152.77
ITEM-001907,ORD-00926,PROD-0065,2,3085.73,0.0,6171.46
ITEM-001908,ORD-00926,PROD-0073,3,11158.63,0.0,33475.89
ITEM-001909,ORD-00926,PROD-0076,5,23557.35,0.0,117786.75
ITEM-001910,ORD-00927,PROD-0014,2,1370.35,685.17,2055.53
ITEM-001911,ORD-00928,PROD-0028,2,14434.11,1443.41,27424.81
ITEM-001912,ORD-00929,PROD-0036,1,29238.48,1461.92,27776.56
ITEM-001913,ORD-00929,PROD-0052,1,814.65,40.73,773.92
ITEM-001914,ORD-00930,PROD-0058,1,3021.89,453.28,2568.61
ITEM-001915,ORD-00931,PROD-0053,2,1974.19,394.84,3553.54
ITEM-001916,ORD-00932,PROD-0036,2,29238.48,0.0,58476.96
ITEM-001917,ORD-00932,PROD-0060,1,239.31,0.0,239.31
ITEM-001918,ORD-00933,PROD-0050,4,1843.01,1843.01,5529.03
ITEM-001919,ORD-00933,PROD-0071,2,3798.51,1899.26,5697.76
ITEM-001920,ORD-00934,PROD-0048,2,1883.43,188.34,3578.52
ITEM-001921,ORD-00935,PROD-0044,5,1147.03,1720.55,4014.6
ITEM-001922,ORD-00936,PROD-0003,2,32384.66,6476.93,58292.39
ITEM-001923,ORD-00936,PROD-0068,1,10709.38,1070.94,9638.44
ITEM-001924,ORD-00937,PROD-0030,2,7630.74,3815.37,11446.11
ITEM-001925,ORD-00937,PROD-0001,1,85654.19,21413.55,64240.64
ITEM-001926,ORD-00937,PROD-0024,1,855.93,213.98,641.95
ITEM-001927,ORD-00938,PROD-0003,1,32384.66,8096.16,24288.5
ITEM-001928,ORD-00939,PROD-0031,1,43799.96,0.0,43799.96
ITEM-001929,ORD-00939,PROD-0080,4,47311.93,0.0,189247.72
ITEM-001930,ORD-00939,PROD-0069,1,4275.33,0.0,4275.33
ITEM-001931,ORD-00940,PROD-0009,1,113999.83,34199.95,79799.88
ITEM-001932,ORD-00941,PROD-0050,1,1843.01,0.0,1843.01
ITEM-001933,ORD-00942,PROD-0040,1,354.18,17.71,336.47
ITEM-001934,ORD-00943,PROD-0071,2,3798.51,1139.55,6457.47
ITEM-001935,ORD-00944,PROD-0059,2,955.76,0.0,1911.52
ITEM-001936,ORD-00945,PROD-0022,1,10152.93,0.0,10152.93
ITEM-001937,ORD-00945,PROD-0034,3,10118.15,0.0,30354.45
ITEM-001938,ORD-00946,PROD-0001,2,85654.19,34261.68,137046.7
ITEM-001939,ORD-00946,PROD-0025,1,13690.5,2738.1,10952.4
ITEM-001940,ORD-00946,PROD-0042,1,472.22,94.44,377.78
ITEM-001941,ORD-00947,PROD-0022,2,10152.93,3045.88,17259.98
ITEM-001942,ORD-00947,PROD-0029,3,26905.65,12107.54,68609.41
ITEM-001943,ORD-00947,PROD-0065,5,3085.73,2314.3,13114.35
ITEM-001944,ORD-00947,PROD-0062,2,4002.89,1200.87,6804.91
ITEM-001945,ORD-00948,PROD-0053,1,1974.19,296.13,1678.06
ITEM-001946,ORD-00948,PROD-0040,1,354.18,53.13,301.05
ITEM-001947,ORD-00948,PROD-0064,1,2018.49,302.77,1715.72
ITEM-001948,ORD-00949,PROD-0047,1,1537.69,153.77,1383.92
ITEM-001949,ORD-00950,PROD-0002,1,121819.8,12181.98,109637.82
ITEM-001950,ORD-00950,PROD-0019,1,13763.21,1376.32,12386.89
ITEM-001951,ORD-00951,PROD-0054,3,4451.78,3338.84,10016.5
ITEM-001952,ORD-00952,PROD-0011,1,8972.23,0.0,8972.23
ITEM-001953,ORD-00952,PROD-0045,2,523.28,0.0,1046.56
ITEM-001954,ORD-00953,PROD-0069,2,4275.33,855.07,7695.59
ITEM-001955,ORD-00953,PROD-0047,2,1537.69,307.54,2767.84
ITEM-001956,ORD-00954,PROD-0078,1,14307.56,1430.76,12876.8
ITEM-001957,ORD-00954,PROD-0042,2,472.22,94.44,850.0
ITEM-001958,ORD-00955,PROD-0074,1,23577.52,4715.5,18862.02
ITEM-001959,ORD-00955,PROD-0067,4,12793.32,10234.66,40938.62
ITEM-001960,ORD-00956,PROD-0010,5,29080.61,7270.15,138132.9
ITEM-001961,ORD-00956,PROD-0022,1,10152.93,507.65,9645.28
ITEM-001962,ORD-00956,PROD-0071,3,3798.51,569.78,10825.75
ITEM-001963,ORD-00957,PROD-0015,1,11857.0,0.0,11857.0
ITEM-001964,ORD-00957,PROD-0049,2,543.64,0.0,1087.28
ITEM-001965,ORD-00957,PROD-0059,1,955.76,0.0,955.76
ITEM-001966,ORD-00958,PROD-0013,2,116727.16,23345.43,210108.89
ITEM-001967,ORD-00959,PROD-0074,1,23577.52,1178.88,22398.64
ITEM-001968,ORD-00960,PROD-0006,1,78104.58,0.0,78104.58
ITEM-001969,ORD-00960,PROD-0008,1,112318.49,0.0,112318.49
ITEM-001970,ORD-00960,PROD-0026,1,6024.68,0.0,6024.68
ITEM-001971,ORD-00960,PROD-0069,1,4275.33,0.0,4275.33
ITEM-001972,ORD-00961,PROD-0023,1,9803.45,2450.86,7352.59
ITEM-001973,ORD-00961,PROD-0040,2,354.18,177.09,531.27
ITEM-001974,ORD-00961,PROD-0021,1,14237.71,3559.43,10678.28
ITEM-001975,ORD-00962,PROD-0031,3,43799.96,19709.98,111689.9
ITEM-001976,ORD-00962,PROD-0007,2,64234.24,19270.27,109198.21
ITEM-001977,ORD-00963,PROD-0009,2,113999.83,22799.97,205199.69
ITEM-001978,ORD-00964,PROD-0025,1,13690.5,0.0,13690.5
ITEM-001979,ORD-00965,PROD-0038,1,15629.94,3907.49,11722.45
ITEM-001980,ORD-00965,PROD-0052,4,814.65,814.65,2443.95
ITEM-001981,ORD-00965,PROD-0012,1,51591.73,12897.93,38693.8
ITEM-001982,ORD-00965,PROD-0026,1,6024.68,1506.17,4518.51
ITEM-001983,ORD-00965,PROD-0032,1,27601.51,6900.38,20701.13
ITEM-001984,ORD-00966,PROD-0029,1,26905.65,0.0,26905.65
ITEM-001985,ORD-00967,PROD-0040,1,354.18,53.13,301.05
ITEM-001986,ORD-00968,PROD-0069,2,4275.33,1710.13,6840.53
ITEM-001987,ORD-00968,PROD-0012,1,51591.73,10318.35,41273.38
ITEM-001988,ORD-00969,PROD-0053,1,1974.19,394.84,1579.35
ITEM-001989,ORD-00970,PROD-0041,1,1147.18,344.15,803.03
ITEM-001990,ORD-00970,PROD-0059,3,955.76,860.18,2007.1
ITEM-001991,ORD-00971,PROD-0040,5,354.18,177.09,1593.81
ITEM-001992,ORD-00971,PROD-0042,1,472.22,47.22,425.0
ITEM-001993,ORD-00972,PROD-0024,1,855.93,0.0,855.93
ITEM-001994,ORD-00972,PROD-0077,1,18535.55,0.0,18535.55
ITEM-001995,ORD-00972,PROD-0076,2,23557.35,0.0,47114.7
ITEM-001996,ORD-00973,PROD-0035,1,32410.39,3241.04,29169.35
ITEM-001997,ORD-00973,PROD-0044,2,1147.03,229.41,2064.65
ITEM-001998,ORD-00973,PROD-0020,4,7859.34,3143.74,28293.62
ITEM-001999,ORD-00973,PROD-0008,4,112318.49,44927.4,404346.56
ITEM-002000,ORD-00974,PROD-0003,4,32384.66,25907.73,103630.91
ITEM-002001,ORD-00974,PROD-0054,2,4451.78,1780.71,7122.85
ITEM-002002,ORD-00974,PROD-0014,5,1370.35,1370.35,5481.4
ITEM-002003,ORD-00975,PROD-0079,1,2367.89,0.0,2367.89
ITEM-002004,ORD-00976,PROD-0068,2,10709.38,0.0,21418.76
ITEM-002005,ORD-00977,PROD-0033,1,45327.59,0.0,45327.59
ITEM-002006,ORD-00978,PROD-0052,1,814.65,81.47,733.18
ITEM-002007,ORD-00978,PROD-0069,2,4275.33,855.07,7695.59
ITEM-002008,ORD-00978,PROD-0019,1,13763.21,1376.32,12386.89
ITEM-002009,ORD-00979,PROD-0064,4,2018.49,807.4,7266.56
ITEM-002010,ORD-00979,PROD-0046,1,1068.78,106.88,961.9
ITEM-002011,ORD-00980,PROD-0049,2,543.64,326.18,761.1
ITEM-002012,ORD-00980,PROD-0080,1,47311.93,14193.58,33118.35
ITEM-002013,ORD-00981,PROD-0068,1,10709.38,0.0,10709.38
ITEM-002014,ORD-00982,PROD-0074,3,23577.52,7073.26,63659.3
ITEM-002015,ORD-00983,PROD-0001,2,85654.19,0.0,171308.38
ITEM-002016,ORD-00983,PROD-0002,1,121819.8,0.0,121819.8
ITEM-002017,ORD-00983,PROD-0045,3,523.28,0.0,1569.84
ITEM-002018,ORD-00984,PROD-0046,1,1068.78,0.0,1068.78
ITEM-002019,ORD-00984,PROD-0064,1,2018.49,0.0,2018.49
ITEM-002020,ORD-00985,PROD-0007,1,64234.24,9635.14,54599.1
ITEM-002021,ORD-00985,PROD-0026,1,6024.68,903.7,5120.98
ITEM-002022,ORD-00986,PROD-0060,1,239.31,23.93,215.38
ITEM-002023,ORD-00986,PROD-0035,1,32410.39,3241.04,29169.35
ITEM-002024,ORD-00986,PROD-0072,3,3464.52,1039.36,9354.2
ITEM-002025,ORD-00986,PROD-0044,2,1147.03,229.41,2064.65
ITEM-002026,ORD-00986,PROD-0079,4,2367.89,947.16,8524.4
ITEM-002027,ORD-00987,PROD-0045,1,523.28,26.16,497.12
ITEM-002028,ORD-00988,PROD-0006,1,78104.58,3905.23,74199.35
ITEM-002029,ORD-00989,PROD-0003,1,32384.66,0.0,32384.66
ITEM-002030,ORD-00989,PROD-0019,2,13763.21,0.0,27526.42
ITEM-002031,ORD-00989,PROD-0067,1,12793.32,0.0,12793.32
ITEM-002032,ORD-00989,PROD-0052,4,814.65,0.0,3258.6
ITEM-002033,ORD-00989,PROD-0049,1,543.64,0.0,543.64
ITEM-002034,ORD-00990,PROD-0046,3,1068.78,0.0,3206.34
ITEM-002035,ORD-00991,PROD-0034,5,10118.15,5059.07,45531.68
ITEM-002036,ORD-00991,PROD-0058,1,3021.89,302.19,2719.7
ITEM-002037,ORD-00991,PROD-0052,2,814.65,162.93,1466.37
ITEM-002038,ORD-00991,PROD-0078,1,14307.56,1430.76,12876.8
ITEM-002039,ORD-00992,PROD-0065,5,3085.73,2314.3,13114.35
ITEM-002040,ORD-00993,PROD-0043,1,1299.09,0.0,1299.09
ITEM-002041,ORD-00993,PROD-0056,2,1266.18,0.0,2532.36
ITEM-002042,ORD-00994,PROD-0013,4,116727.16,46690.86,420217.78
ITEM-002043,ORD-00995,PROD-0046,1,1068.78,0.0,1068.78
ITEM-002044,ORD-00996,PROD-0066,2,3066.74,0.0,6133.48
ITEM-002045,ORD-00997,PROD-0066,2,3066.74,0.0,6133.48
ITEM-002046,ORD-00997,PROD-0057,1,3014.34,0.0,3014.34
ITEM-002047,ORD-00998,PROD-0079,3,2367.89,1065.55,6038.12
ITEM-002048,ORD-00998,PROD-0080,1,47311.93,7096.79,40215.14
ITEM-002049,ORD-00999,PROD-0007,1,64234.24,3211.71,61022.53
ITEM-002050,ORD-01000,PROD-0018,3,13595.1,0.0,40785.3
ITEM-002051,ORD-01001,PROD-0012,5,51591.73,0.0,257958.65
ITEM-002052,ORD-01002,PROD-0025,1,13690.5,2738.1,10952.4
ITEM-002053,ORD-01002,PROD-0072,1,3464.52,692.9,2771.62
ITEM-002054,ORD-01002,PROD-0049,3,543.64,326.18,1304.74
ITEM-002055,ORD-01003,PROD-0058,4,3021.89,1208.76,10878.8
ITEM-002056,ORD-01004,PROD-0074,2,23577.52,14146.51,33008.53
ITEM-002057,ORD-01005,PROD-0003,1,32384.66,1619.23,30765.43
ITEM-002058,ORD-01006,PROD-0033,3,45327.59,6799.14,129183.63
ITEM-002059,ORD-01007,PROD-0042,2,472.22,94.44,850.0
ITEM-002060,ORD-01007,PROD-0032,5,27601.51,13800.75,124206.8
ITEM-002061,ORD-01008,PROD-0040,2,354.18,70.84,637.52
ITEM-002062,ORD-01008,PROD-0010,3,29080.61,8724.18,78517.65
ITEM-002063,ORD-01009,PROD-0073,2,11158.63,2231.73,20085.53
ITEM-002064,ORD-01010,PROD-0030,1,7630.74,763.07,6867.67
ITEM-002065,ORD-01010,PROD-0040,1,354.18,35.42,318.76
ITEM-002066,ORD-01010,PROD-0057,1,3014.34,301.43,2712.91
ITEM-002067,ORD-01010,PROD-0017,2,14949.48,2989.9,26909.06
ITEM-002068,ORD-01010,PROD-0072,1,3464.52,346.45,3118.07
ITEM-002069,ORD-01011,PROD-0073,2,11158.63,1115.86,21201.4
ITEM-002070,ORD-01011,PROD-0043,1,1299.09,64.95,1234.14
ITEM-002071,ORD-01012,PROD-0064,1,2018.49,605.55,1412.94
ITEM-002072,ORD-01012,PROD-0002,2,121819.8,73091.88,170547.72
ITEM-002073,ORD-01012,PROD-0072,2,3464.52,2078.71,4850.33
ITEM-002074,ORD-01013,PROD-0068,1,10709.38,535.47,10173.91
ITEM-002075,ORD-01013,PROD-0053,2,1974.19,197.42,3750.96
ITEM-002076,ORD-01013,PROD-0043,2,1299.09,129.91,2468.27
ITEM-002077,ORD-01014,PROD-0069,2,4275.33,855.07,7695.59
ITEM-002078,ORD-01015,PROD-0021,4,14237.71,5695.08,51255.76
ITEM-002079,ORD-01015,PROD-0068,3,10709.38,3212.81,28915.33
ITEM-002080,ORD-01015,PROD-0022,1,10152.93,1015.29,9137.64
ITEM-002081,ORD-01015,PROD-0069,1,4275.33,427.53,3847.8
ITEM-002082,ORD-01016,PROD-0027,1,35192.66,5278.9,29913.76
ITEM-002083,ORD-01017,PROD-0066,2,3066.74,1226.7,4906.78
ITEM-002084,ORD-01017,PROD-0044,2,1147.03,458.81,1835.25
ITEM-002085,ORD-01017,PROD-0055,3,3269.86,1961.92,7847.66
ITEM-002086,ORD-01017,PROD-0069,1,4275.33,855.07,3420.26
ITEM-002087,ORD-01018,PROD-0064,1,2018.49,605.55,1412.94
ITEM-002088,ORD-01018,PROD-0065,4,3085.73,3702.88,8640.04
ITEM-002089,ORD-01019,PROD-0071,1,3798.51,379.85,3418.66
ITEM-002090,ORD-01020,PROD-0036,1,29238.48,0.0,29238.48
ITEM-002091,ORD-01020,PROD-0074,1,23577.52,0.0,23577.52
ITEM-002092,ORD-01020,PROD-0042,2,472.22,0.0,944.44
ITEM-002093,ORD-01020,PROD-0061,1,3090.65,0.0,3090.65
ITEM-002094,ORD-01020,PROD-0043,1,1299.09,0.0,1299.09
ITEM-002095,ORD-01021,PROD-0043,2,1299.09,0.0,2598.18
ITEM-002096,ORD-01021,PROD-0077,1,18535.55,0.0,18535.55
ITEM-002097,ORD-01021,PROD-0021,2,14237.71,0.0,28475.42
ITEM-002098,ORD-01021,PROD-0065,1,3085.73,0.0,3085.73
ITEM-002099,ORD-01022,PROD-0009,2,113999.83,22799.97,205199.69
ITEM-002100,ORD-01023,PROD-0068,1,10709.38,2141.88,8567.5
ITEM-002101,ORD-01024,PROD-0021,3,14237.71,6406.97,36306.16
ITEM-002102,ORD-01024,PROD-0055,3,3269.86,1471.44,8338.14
ITEM-002103,ORD-01024,PROD-0057,2,3014.34,904.3,5124.38
ITEM-002104,ORD-01024,PROD-0042,3,472.22,212.5,1204.16
ITEM-002105,ORD-01025,PROD-0055,1,3269.86,980.96,2288.9
ITEM-002106,ORD-01025,PROD-0033,1,45327.59,13598.28,31729.31
ITEM-002107,ORD-01026,PROD-0041,3,1147.18,344.15,3097.39
ITEM-002108,ORD-01026,PROD-0010,3,29080.61,8724.18,78517.65
ITEM-002109,ORD-01027,PROD-0015,1,11857.0,3557.1,8299.9
ITEM-002110,ORD-01027,PROD-0079,2,2367.89,1420.73,3315.05
ITEM-002111,ORD-01028,PROD-0002,2,121819.8,60909.9,182729.7
ITEM-002112,ORD-01028,PROD-0007,1,64234.24,16058.56,48175.68
ITEM-002113,ORD-01029,PROD-0024,1,855.93,85.59,770.34
ITEM-002114,ORD-01029,PROD-0008,1,112318.49,11231.85,101086.64
ITEM-002115,ORD-01029,PROD-0015,1,11857.0,1185.7,10671.3
ITEM-002116,ORD-01030,PROD-0042,2,472.22,236.11,708.33
ITEM-002117,ORD-01030,PROD-0074,1,23577.52,5894.38,17683.14
ITEM-002118,ORD-01030,PROD-0061,4,3090.65,3090.65,9271.95
ITEM-002119,ORD-01031,PROD-0068,1,10709.38,535.47,10173.91
ITEM-002120,ORD-01032,PROD-0028,3,14434.11,6495.35,36806.98
ITEM-002121,ORD-01032,PROD-0040,2,354.18,106.25,602.11
ITEM-002122,ORD-01033,PROD-0053,1,1974.19,0.0,1974.19
ITEM-002123,ORD-01033,PROD-0071,2,3798.51,0.0,7597.02
ITEM-002124,ORD-01034,PROD-0056,3,1266.18,1139.56,2658.98
ITEM-002125,ORD-01034,PROD-0007,3,64234.24,57810.82,134891.9
ITEM-002126,ORD-01034,PROD-0011,5,8972.23,13458.34,31402.81
ITEM-002127,ORD-01035,PROD-0027,1,35192.66,0.0,35192.66
ITEM-002128,ORD-01036,PROD-0001,1,85654.19,21413.55,64240.64
ITEM-002129,ORD-01037,PROD-0029,3,26905.65,8071.7,72645.25
ITEM-002130,ORD-01037,PROD-0057,2,3014.34,602.87,5425.81
ITEM-002131,ORD-01037,PROD-0031,1,43799.96,4380.0,39419.96
ITEM-002132,ORD-01037,PROD-0048,2,1883.43,376.69,3390.17
ITEM-002133,ORD-01038,PROD-0045,1,523.28,0.0,523.28
ITEM-002134,ORD-01039,PROD-0003,1,32384.66,0.0,32384.66
ITEM-002135,ORD-01040,PROD-0051,2,1302.78,260.56,2345.0
ITEM-002136,ORD-01040,PROD-0006,1,78104.58,7810.46,70294.12
ITEM-002137,ORD-01041,PROD-0052,2,814.65,325.86,1303.44
ITEM-002138,ORD-01041,PROD-0018,2,13595.1,5438.04,21752.16
ITEM-002139,ORD-01041,PROD-0064,1,2018.49,403.7,1614.79
ITEM-002140,ORD-01041,PROD-0007,2,64234.24,25693.7,102774.78
ITEM-002141,ORD-01042,PROD-0080,1,47311.93,2365.6,44946.33
ITEM-002142,ORD-01042,PROD-0074,2,23577.52,2357.75,44797.29
ITEM-002143,ORD-01042,PROD-0009,2,113999.83,11399.98,216599.68
ITEM-002144,ORD-01043,PROD-0045,2,523.28,0.0,1046.56
ITEM-002145,ORD-01043,PROD-0053,4,1974.19,0.0,7896.76
ITEM-002146,ORD-01043,PROD-0057,1,3014.34,0.0,3014.34
ITEM-002147,ORD-01044,PROD-0006,5,78104.58,58578.43,331944.47
ITEM-002148,ORD-01044,PROD-0022,3,10152.93,4568.82,25889.97
ITEM-002149,ORD-01045,PROD-0042,3,472.22,0.0,1416.66
ITEM-002150,ORD-01045,PROD-0028,2,14434.11,0.0,28868.22
ITEM-002151,ORD-01045,PROD-0072,1,3464.52,0.0,3464.52
ITEM-002152,ORD-01045,PROD-0032,3,27601.51,0.0,82804.53
ITEM-002153,ORD-01046,PROD-0012,1,51591.73,15477.52,36114.21
ITEM-002154,ORD-01046,PROD-0021,1,14237.71,4271.31,9966.4
ITEM-002155,ORD-01047,PROD-0078,1,14307.56,1430.76,12876.8
ITEM-002156,ORD-01048,PROD-0066,1,3066.74,306.67,2760.07
ITEM-002157,ORD-01048,PROD-0035,1,32410.39,3241.04,29169.35
ITEM-002158,ORD-01049,PROD-0079,3,2367.89,0.0,7103.67
ITEM-002159,ORD-01049,PROD-0003,3,32384.66,0.0,97153.98
ITEM-002160,ORD-01050,PROD-0073,2,11158.63,0.0,22317.26
ITEM-002161,ORD-01051,PROD-0078,1,14307.56,2861.51,11446.05
ITEM-002162,ORD-01051,PROD-0065,1,3085.73,617.15,2468.58
ITEM-002163,ORD-01051,PROD-0009,1,113999.83,22799.97,91199.86
ITEM-002164,ORD-01051,PROD-0059,2,955.76,382.3,1529.22
ITEM-002165,ORD-01052,PROD-0013,3,116727.16,0.0,350181.48
ITEM-002166,ORD-01053,PROD-0022,1,10152.93,0.0,10152.93
ITEM-002167,ORD-01053,PROD-0044,1,1147.03,0.0,1147.03
ITEM-002168,ORD-01054,PROD-0080,3,47311.93,28387.16,113548.63
ITEM-002169,ORD-01054,PROD-0070,3,26338.96,15803.38,63213.5
ITEM-002170,ORD-01054,PROD-0023,2,9803.45,3921.38,15685.52
ITEM-002171,ORD-01054,PROD-0067,2,12793.32,5117.33,20469.31
ITEM-002172,ORD-01055,PROD-0061,1,3090.65,0.0,3090.65
ITEM-002173,ORD-01055,PROD-0035,1,32410.39,0.0,32410.39
ITEM-002174,ORD-01056,PROD-0041,2,1147.18,0.0,2294.36
ITEM-002175,ORD-01057,PROD-0003,1,32384.66,3238.47,29146.19
ITEM-002176,ORD-01058,PROD-0079,1,2367.89,473.58,1894.31
ITEM-002177,ORD-01059,PROD-0027,5,35192.66,17596.33,158366.97
ITEM-002178,ORD-01059,PROD-0040,1,354.18,35.42,318.76
ITEM-002179,ORD-01059,PROD-0029,1,26905.65,2690.57,24215.08
ITEM-002180,ORD-01060,PROD-0044,3,1147.03,0.0,3441.09
ITEM-002181,ORD-01060,PROD-0053,1,1974.19,0.0,1974.19
ITEM-002182,ORD-01061,PROD-0001,3,85654.19,0.0,256962.57
ITEM-002183,ORD-01062,PROD-0079,3,2367.89,0.0,7103.67
ITEM-002184,ORD-01063,PROD-0052,4,814.65,162.93,3095.67
ITEM-002185,ORD-01064,PROD-0039,1,738.18,221.45,516.73
ITEM-002186,ORD-01064,PROD-0015,1,11857.0,3557.1,8299.9
ITEM-002187,ORD-01065,PROD-0016,2,13284.93,3985.48,22584.38
ITEM-002188,ORD-01065,PROD-0007,1,64234.24,9635.14,54599.1
ITEM-002189,ORD-01066,PROD-0033,3,45327.59,0.0,135982.77
ITEM-002190,ORD-01066,PROD-0060,2,239.31,0.0,478.62
ITEM-002191,ORD-01066,PROD-0059,1,955.76,0.0,955.76
ITEM-002192,ORD-01066,PROD-0030,2,7630.74,0.0,15261.48
ITEM-002193,ORD-01067,PROD-0034,1,10118.15,505.91,9612.24
ITEM-002194,ORD-01067,PROD-0069,1,4275.33,213.77,4061.56
ITEM-002195,ORD-01067,PROD-0062,1,4002.89,200.14,3802.75
ITEM-002196,ORD-01068,PROD-0044,1,1147.03,0.0,1147.03
